,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
43,FOURTH WARD,29.75910840105774,-95.38020398569249,Nourish Juice & Smoothie Bar,29.753539076749412,-95.39156991286279,Juice Bar
44,FOURTH WARD,29.75910840105774,-95.38020398569249,Hyatt Regency Houston,29.7570493,-95.36945999999999,Hotel
45,FOURTH WARD,29.75910840105774,-95.38020398569249,Coaches Pub,29.749439962582294,-95.37516443984909,Pub
46,FOURTH WARD,29.75910840105774,-95.38020398569249,Poitín,29.77035404663347,-95.38115608109126,Restaurant
47,FOURTH WARD,29.75910840105774,-95.38020398569249,Baby Barnaby's,29.74824827101087,-95.38829125213034,Breakfast Spot
48,FOURTH WARD,29.75910840105774,-95.38020398569249,Wanna Bao,29.747643805445247,-95.38005995198566,Dumpling Restaurant
49,FOURTH WARD,29.75910840105774,-95.38020398569249,Jason's Deli,29.75746388891063,-95.36554282298964,Deli / Bodega
50,FOURTH WARD,29.75910840105774,-95.38020398569249,Barnaby's Cafe,29.74820101519466,-95.38846032332312,American Restaurant
51,FOURTH WARD,29.75910840105774,-95.38020398569249,Texas Art Supply,29.750726910003458,-95.39182216260609,Arts & Crafts Store
52,FOURTH WARD,29.75910840105774,-95.38020398569249,Jones Hall,29.761239817549807,-95.36530148121828,Concert Hall
53,FOURTH WARD,29.75910840105774,-95.38020398569249,Momentum Indoor Climbing,29.771218972547214,-95.37752225168077,Athletics & Sports
54,FOURTH WARD,29.75910840105774,-95.38020398569249,Pink's Pizza,29.75355680814027,-95.38937640869878,Pizza Place
55,FOURTH WARD,29.75910840105774,-95.38020398569249,Tiff's Treats,29.74840489960709,-95.37859734873616,Bakery
56,FOURTH WARD,29.75910840105774,-95.38020398569249,Stanton's City Bites,29.770914764484996,-95.37222626888286,Burger Joint
57,FOURTH WARD,29.75910840105774,-95.38020398569249,Beer Market Co.,29.76726622852553,-95.39182310640665,Beer Garden
58,FOURTH WARD,29.75910840105774,-95.38020398569249,Harry's Restaurant,29.746532967415416,-95.38113013934345,Mediterranean Restaurant
59,FOURTH WARD,29.75910840105774,-95.38020398569249,Spindletop Restaurant at Hyatt Regency Houston,29.756949047209694,-95.36909651778885,Seafood Restaurant
60,FOURTH WARD,29.75910840105774,-95.38020398569249,Ibiza Food and Wine Bar,29.747312784801974,-95.37670979065122,Spanish Restaurant
61,FOURTH WARD,29.75910840105774,-95.38020398569249,Phở Saigon,29.745154928332166,-95.37743747434817,Vietnamese Restaurant
62,FOURTH WARD,29.75910840105774,-95.38020398569249,Bombay Pizza Co.,29.7577,-95.364586,Pizza Place
63,FOURTH WARD,29.75910840105774,-95.38020398569249,Becks Prime,29.75818486875766,-95.36617176399422,Burger Joint
64,FOURTH WARD,29.75910840105774,-95.38020398569249,Khun Kay Thai Café,29.755724461388997,-95.39214400639558,Thai Restaurant
65,FOURTH WARD,29.75910840105774,-95.38020398569249,Houston Grand Opera,29.76362297525448,-95.36520404590503,Concert Hall
66,FOURTH WARD,29.75910840105774,-95.38020398569249,Les Givral's Sandwich and Cafe,29.745407,-95.37679,Vietnamese Restaurant
67,FOURTH WARD,29.75910840105774,-95.38020398569249,Revention Music Center,29.76237785917783,-95.36753305616743,Music Venue
68,FOURTH WARD,29.75910840105774,-95.38020398569249,House of Blues,29.753839312595506,-95.36400247829128,Music Venue
69,FOURTH WARD,29.75910840105774,-95.38020398569249,Silver Street Studios,29.771161646397996,-95.37829792745737,Art Gallery
70,FOURTH WARD,29.75910840105774,-95.38020398569249,Inversion Coffee House,29.751468996263288,-95.3920393872666,Coffee Shop
71,FOURTH WARD,29.75910840105774,-95.38020398569249,Treebeards - The Tunnel,29.75790324188933,-95.36897178076335,Southern / Soul Food Restaurant
72,FOURTH WARD,29.75910840105774,-95.38020398569249,Your Pie,29.75177,-95.3686,Pizza Place
73,FOURTH WARD,29.75910840105774,-95.38020398569249,Perbacco,29.760257437720647,-95.36477339516325,Italian Restaurant
74,FOURTH WARD,29.75910840105774,-95.38020398569249,Howl at the Moon,29.74895002679939,-95.3756449850082,Piano Bar
75,FOURTH WARD,29.75910840105774,-95.38020398569249,Winter Street Studios,29.77194414407857,-95.37950593459068,Art Gallery
76,FOURTH WARD,29.75910840105774,-95.38020398569249,Houston Symphony,29.7608909,-95.36500439999999,Performing Arts Venue
77,FOURTH WARD,29.75910840105774,-95.38020398569249,Flying Saucer Draught Emporium,29.759116074765853,-95.36321640522559,Beer Bar
78,FOURTH WARD,29.75910840105774,-95.38020398569249,Pappas Bros. Steakhouse,29.75527,-95.36304,Steakhouse
79,FOURTH WARD,29.75910840105774,-95.38020398569249,The Blue Fish Bayou Place,29.7620478211349,-95.36619257500463,Sushi Restaurant
80,FOURTH WARD,29.75910840105774,-95.38020398569249,Whole Foods Market,29.75799411457671,-95.39764273104588,Grocery Store
81,FOURTH WARD,29.75910840105774,-95.38020398569249,Massage Heights - Midtown Houston,29.7463985,-95.376493,Massage Studio
82,FOURTH WARD,29.75910840105774,-95.38020398569249,Starbucks,29.748771,-95.374428,Coffee Shop
83,FOURTH WARD,29.75910840105774,-95.38020398569249,Buffalo Bayou Brewing Co.,29.772714,-95.379685,Brewery
84,FOURTH WARD,29.75910840105774,-95.38020398569249,Darque Tan,29.749487332508245,-95.37491097752847,Tanning Salon
85,FOURTH WARD,29.75910840105774,-95.38020398569249,Finn Hall,29.758677697696452,-95.36384585056344,Food Court
86,FOURTH WARD,29.75910840105774,-95.38020398569249,Bistecca Ristorante,29.744861,-95.38399,Italian Restaurant
87,FOURTH WARD,29.75910840105774,-95.38020398569249,Frank's Pizza,29.76139343862214,-95.36272077712701,Pizza Place
88,FOURTH WARD,29.75910840105774,-95.38020398569249,Gloria's Latin Cuisine,29.746606383719023,-95.3770771271641,Mexican Restaurant
89,FOURTH WARD,29.75910840105774,-95.38020398569249,Jus' Mac,29.744880327108028,-95.38214562802378,Mac & Cheese Joint
90,FOURTH WARD,29.75910840105774,-95.38020398569249,Les Noo’dle,29.752028000000003,-95.391856,Vietnamese Restaurant
91,FOURTH WARD,29.75910840105774,-95.38020398569249,Conservatory,29.760427,-95.36157,Beer Garden
92,FOURTH WARD,29.75910840105774,-95.38020398569249,Love Buzz,29.74463174233134,-95.38646985657381,Bar
93,FOURTH WARD,29.75910840105774,-95.38020398569249,BIG Power Yoga,29.76056779841926,-95.39884158714764,Yoga Studio
94,FOURTH WARD,29.75910840105774,-95.38020398569249,Fix Coffeebar,29.744404202605615,-95.38669127663604,Coffee Shop
95,FOURTH WARD,29.75910840105774,-95.38020398569249,JW Marriott Houston Downtown,29.7584655,-95.3641107,Hotel
96,FOURTH WARD,29.75910840105774,-95.38020398569249,Niko Niko's,29.746648643847852,-95.3920848803474,Greek Restaurant
97,FOURTH WARD,29.75910840105774,-95.38020398569249,Clé Houston,29.746689693006378,-95.37259728241138,Nightclub
98,FOURTH WARD,29.75910840105774,-95.38020398569249,Houston EAGLE,29.747280535613974,-95.38888434400455,Gay Bar
99,FOURTH WARD,29.75910840105774,-95.38020398569249,Potbelly Sandwich Shop,29.74647,-95.376668,Sandwich Place
100,SECOND WARD,29.751715224278062,-95.33163350698241,Texas Mattress Makers,29.752096010409602,-95.3237248121643,Mattress Store
101,SECOND WARD,29.751715224278062,-95.33163350698241,Champ Burger,29.749795653429068,-95.3403497776047,American Restaurant
102,SECOND WARD,29.751715224278062,-95.33163350698241,Voodoo Queen Daiquiri Dive,29.747499177064675,-95.33791280166646,Bar
103,SECOND WARD,29.751715224278062,-95.33163350698241,El Tiempo Cantina,29.75622227043137,-95.3414839707965,Mexican Restaurant
104,SECOND WARD,29.751715224278062,-95.33163350698241,Villa Arcos,29.75573442520562,-95.33958441324974,Mexican Restaurant
105,SECOND WARD,29.751715224278062,-95.33163350698241,Moon Tower Inn,29.754298346937855,-95.34104464296487,Beer Garden
106,SECOND WARD,29.751715224278062,-95.33163350698241,The Original Ninfa's on Navigation,29.756859243005565,-95.34260583136786,Mexican Restaurant
107,SECOND WARD,29.751715224278062,-95.33163350698241,Sigma Brewing Company,29.749057182262316,-95.3433890696601,Brewery
108,SECOND WARD,29.751715224278062,-95.33163350698241,"""La Silla"" Pollos asados al carbon",29.74826765757423,-95.32706319886314,Mexican Restaurant
109,SECOND WARD,29.751715224278062,-95.33163350698241,D&W Lounge,29.743450844549717,-95.34069139712842,Dive Bar
110,SECOND WARD,29.751715224278062,-95.33163350698241,The White Swan,29.752043029344733,-95.32667112444258,Bar
111,SECOND WARD,29.751715224278062,-95.33163350698241,La Reynera,29.742040106739285,-95.33702416016767,Bakery
112,SECOND WARD,29.751715224278062,-95.33163350698241,Lil’ Danny Speedo’s Go Fly a Kite Lounge,29.738969522688144,-95.32680180795748,Dive Bar
113,SECOND WARD,29.751715224278062,-95.33163350698241,Jack in the Box,29.75557696481683,-95.33539652824396,Fast Food Restaurant
114,SECOND WARD,29.751715224278062,-95.33163350698241,The New Potato,29.76502096011095,-95.33402541355724,Pub
115,SECOND WARD,29.751715224278062,-95.33163350698241,Dona Maria Mexican Cafe,29.757914652074994,-95.34322994122218,Mexican Restaurant
116,SECOND WARD,29.751715224278062,-95.33163350698241,Refresqueria Tampico,29.743249877414932,-95.32617928379142,Snack Place
117,SECOND WARD,29.751715224278062,-95.33163350698241,Houston Media Source,29.7495584,-95.342283,General Entertainment
118,SECOND WARD,29.751715224278062,-95.33163350698241,Silo,29.767566,-95.32433,Music Venue
119,SECOND WARD,29.751715224278062,-95.33163350698241,Texian Army #TAilgate,29.754766904096467,-95.35055879239195,Soccer Stadium
120,SECOND WARD,29.751715224278062,-95.33163350698241,Mandola's Deli,29.73745357701867,-95.33958704477517,Italian Restaurant
121,SECOND WARD,29.751715224278062,-95.33163350698241,Tout Suite,29.758619662215725,-95.35067265386735,Café
122,SECOND WARD,29.751715224278062,-95.33163350698241,Andes Cafe,29.758162158656575,-95.34620515024655,South American Restaurant
123,SECOND WARD,29.751715224278062,-95.33163350698241,Bohemeo's,29.73458658686519,-95.33144692152662,Café
124,SECOND WARD,29.751715224278062,-95.33163350698241,Tacoketo,29.74226880516129,-95.33781757669355,Food Truck
125,SECOND WARD,29.751715224278062,-95.33163350698241,TBH Center (Talento Bilingue de Houston),29.760816683967313,-95.344892895134,Performing Arts Venue
126,SECOND WARD,29.751715224278062,-95.33163350698241,Be Fit Gym,29.75067686339788,-95.35108396663715,Gym
127,SECOND WARD,29.751715224278062,-95.33163350698241,Kanomwan,29.734243412483618,-95.33108063648389,Thai Restaurant
128,SECOND WARD,29.751715224278062,-95.33163350698241,Alamo Tamale & Taco,29.758526697553105,-95.34696765868095,Mexican Restaurant
129,SECOND WARD,29.751715224278062,-95.33163350698241,Super Happy Fun Land,29.741159478821036,-95.34236674901545,Music Venue
130,SECOND WARD,29.751715224278062,-95.33163350698241,CVS pharmacy,29.742928502102785,-95.32942830868467,Pharmacy
131,SECOND WARD,29.751715224278062,-95.33163350698241,Houston Dynamo Team Store,29.752564989104805,-95.35213613881542,Sporting Goods Shop
132,SECOND WARD,29.751715224278062,-95.33163350698241,Settegast Park,29.75237895422038,-95.34301230547288,Park
133,SECOND WARD,29.751715224278062,-95.33163350698241,Monchy's,29.734387940205046,-95.33028031854062,Mexican Restaurant
134,SECOND WARD,29.751715224278062,-95.33163350698241,Family Dollar,29.755759,-95.335871,Discount Store
135,SECOND WARD,29.751715224278062,-95.33163350698241,Valero,29.752563,-95.338385,Gas Station
136,SECOND WARD,29.751715224278062,-95.33163350698241,Redbox,29.743911,-95.330793,Video Store
137,SECOND WARD,29.751715224278062,-95.33163350698241,East End Studio Gallery,29.734703191142035,-95.33144530576403,Art Gallery
138,SECOND WARD,29.751715224278062,-95.33163350698241,Dollar General,29.739819,-95.340406,Discount Store
139,SECOND WARD,29.751715224278062,-95.33163350698241,Redbox,29.74024,-95.339874,Video Store
140,SECOND WARD,29.751715224278062,-95.33163350698241,McDonald's,29.751307457060296,-95.3228585422039,Fast Food Restaurant
141,SECOND WARD,29.751715224278062,-95.33163350698241,SUBWAY,29.760688157420716,-95.34921841055679,Sandwich Place
142,SECOND WARD,29.751715224278062,-95.33163350698241,Church's Chicken,29.74419495615998,-95.32798177666967,Fried Chicken Joint
143,SECOND WARD,29.751715224278062,-95.33163350698241,flakey's pizza,29.74147608547261,-95.34237319252824,Pizza Place
144,SECOND WARD,29.751715224278062,-95.33163350698241,Eastwood Park,29.73894670321653,-95.32777511378421,Park
145,SECOND WARD,29.751715224278062,-95.33163350698241,Merida Mexican Restaurant,29.758249905896466,-95.34384913417873,Mexican Restaurant
146,SECOND WARD,29.751715224278062,-95.33163350698241,Ly's Liquor,29.753559,-95.331174,Liquor Store
147,SECOND WARD,29.751715224278062,-95.33163350698241,Benkes Store,29.749589,-95.332673,Track
148,SECOND WARD,29.751715224278062,-95.33163350698241,Texas BBQ House,29.753241339777,-95.34984157346176,BBQ Joint
149,SECOND WARD,29.751715224278062,-95.33163350698241,Shell,29.751420220837755,-95.32325357294444,Gas Station
150,SECOND WARD,29.751715224278062,-95.33163350698241,Kroger,29.7398151,-95.3403892,Supermarket
151,SECOND WARD,29.751715224278062,-95.33163350698241,Tony Marron Park,29.757488140438625,-95.32950800669616,Park
152,SECOND WARD,29.751715224278062,-95.33163350698241,D J Super Market,29.74446952342987,-95.3320437669754,Grocery Store
153,SECOND WARD,29.751715224278062,-95.33163350698241,Shell,29.73650865903425,-95.32835847329076,Gas Station
154,SECOND WARD,29.751715224278062,-95.33163350698241,Taquerias El Charro Mex,29.746691,-95.33802,Mexican Restaurant
155,SECOND WARD,29.751715224278062,-95.33163350698241,Food N Go,29.739177,-95.33717800000001,Convenience Store
156,SECOND WARD,29.751715224278062,-95.33163350698241,Shell,29.760893254935226,-95.3491980245785,Gas Station
157,SECOND WARD,29.751715224278062,-95.33163350698241,Jack in the Box,29.734519903864346,-95.32929986715322,Fast Food Restaurant
158,SECOND WARD,29.751715224278062,-95.33163350698241,The League: Elite Training Facility - EaDo,29.748541131279005,-95.34722170810086,Gym / Fitness Center
159,SECOND WARD,29.751715224278062,-95.33163350698241,Texas Iron and Metal Co,29.759619,-95.318443,Miscellaneous Shop
160,SECOND WARD,29.751715224278062,-95.33163350698241,Comerica Bank - ATM,29.759466999999997,-95.316812,ATM
161,SECOND WARD,29.751715224278062,-95.33163350698241,Tlaquepaque Market,29.734826645729793,-95.33120353143632,Market
162,SECOND WARD,29.751715224278062,-95.33163350698241,METRORail Leeland / Third Ward Station,29.73966325743953,-95.34553066608885,Light Rail Station
163,SECOND WARD,29.751715224278062,-95.33163350698241,Insomnia Gallery,29.734572,-95.33128,Art Gallery
164,SECOND WARD,29.751715224278062,-95.33163350698241,Crossfit Urban Animal,29.74330268423307,-95.3489386991661,Gym
165,SECOND WARD,29.751715224278062,-95.33163350698241,CrossFit Houston,29.73449044937232,-95.33145236019402,Gym / Fitness Center
166,SECOND WARD,29.751715224278062,-95.33163350698241,The Orbit Room,29.74855893258199,-95.35167702706903,Music Venue
167,SECOND WARD,29.751715224278062,-95.33163350698241,BBVA Compass Stadium Section 205,29.752110075182333,-95.35225956430754,Soccer Field
168,DOWNTOWN,29.758335833757478,-95.3538905127958,Minute Maid Park,29.757058129897075,-95.35574826805353,Baseball Stadium
169,DOWNTOWN,29.758335833757478,-95.3538905127958,Club Level,29.757155669962486,-95.35559838086293,Baseball Stadium
170,DOWNTOWN,29.758335833757478,-95.3538905127958,Jackson Street BBQ,29.758971715406062,-95.35426660621529,BBQ Joint
171,DOWNTOWN,29.758335833757478,-95.3538905127958,Diamond Club,29.75656077706362,-95.35532534122467,Baseball Stadium
172,DOWNTOWN,29.758335833757478,-95.3538905127958,Tout Suite,29.758619662215725,-95.35067265386735,Café
173,DOWNTOWN,29.758335833757478,-95.3538905127958,Vic & Anthony's Steakhouse,29.756979913075334,-95.35825431346893,Steakhouse
174,DOWNTOWN,29.758335833757478,-95.3538905127958,Marriott Marquis Houston,29.7544464,-95.3581201,Hotel
175,DOWNTOWN,29.758335833757478,-95.3538905127958,Eighteen Twenty Lounge,29.758379968734843,-95.35251115487553,Bar
176,DOWNTOWN,29.758335833757478,-95.3538905127958,BBVA Compass Stadium,29.75266593666373,-95.35254485495663,Soccer Stadium
177,DOWNTOWN,29.758335833757478,-95.3538905127958,Hampton Inn Downtown Houston,29.755647929319064,-95.35863689613848,Hotel
178,DOWNTOWN,29.758335833757478,-95.3538905127958,Texian Army #TAilgate,29.754766904096467,-95.35055879239195,Soccer Stadium
179,DOWNTOWN,29.758335833757478,-95.3538905127958,Homewood Suites,29.755714035130282,-95.35835552429965,Hotel
180,DOWNTOWN,29.758335833757478,-95.3538905127958,Irma's Southwest Grill,29.757877021367836,-95.35915482511396,Mexican Restaurant
181,DOWNTOWN,29.758335833757478,-95.3538905127958,Conservatory,29.760427,-95.36157,Beer Garden
182,DOWNTOWN,29.758335833757478,-95.3538905127958,Discovery Green,29.753237897872424,-95.35948276519775,Park
183,DOWNTOWN,29.758335833757478,-95.3538905127958,Astros Team Store,29.757010055526194,-95.35544817539866,Clothing Store
184,DOWNTOWN,29.758335833757478,-95.3538905127958,Huynh Restaurant,29.75169152493912,-95.35532092486456,Vietnamese Restaurant
185,DOWNTOWN,29.758335833757478,-95.3538905127958,Pappadeaux's Seafood Kitchen,29.7524809,-95.35789229999999,Cajun / Creole Restaurant
186,DOWNTOWN,29.758335833757478,-95.3538905127958,Joystix Classic Games & Pinballs,29.75825628609612,-95.35259346612405,Bar
187,DOWNTOWN,29.758335833757478,-95.3538905127958,Pitch 25 Beer Park,29.75168775951742,-95.35466790845334,Bar
188,DOWNTOWN,29.758335833757478,-95.3538905127958,Potente,29.757237886603125,-95.35744749007415,Italian Restaurant
189,DOWNTOWN,29.758335833757478,-95.3538905127958,Biggio's,29.754688,-95.358142,Sports Bar
190,DOWNTOWN,29.758335833757478,-95.3538905127958,The Pastry War,29.761984911864122,-95.36107403455036,Cocktail Bar
191,DOWNTOWN,29.758335833757478,-95.3538905127958,Phoenicia Specialty Foods,29.754502385638137,-95.3617598578482,Market
192,DOWNTOWN,29.758335833757478,-95.3538905127958,Boomtown Coffee,29.762283174335757,-95.36097569404325,Coffee Shop
193,DOWNTOWN,29.758335833757478,-95.3538905127958,Houston Watch Co.,29.763274017872376,-95.36066119479415,Bar
194,DOWNTOWN,29.758335833757478,-95.3538905127958,Captain Foxheart's Bad News Bar & Spirits Lodge,29.76198742865618,-95.36102984413776,Cocktail Bar
195,DOWNTOWN,29.758335833757478,-95.3538905127958,Torchy's Tacos,29.757251990006807,-95.35552092531123,Taco Place
196,DOWNTOWN,29.758335833757478,-95.3538905127958,Pappas Bros. Steakhouse,29.75527,-95.36304,Steakhouse
197,DOWNTOWN,29.758335833757478,-95.3538905127958,Comicpalooza Convention,29.75245337684057,-95.35916135052251,Comic Shop
198,DOWNTOWN,29.758335833757478,-95.3538905127958,Neil's Bahr,29.75223506951304,-95.35545629868716,Beer Garden
199,DOWNTOWN,29.758335833757478,-95.3538905127958,Xochi,29.754480182176135,-95.35908860025862,Mexican Restaurant
200,DOWNTOWN,29.758335833757478,-95.3538905127958,Frank's Pizza,29.76139343862214,-95.36272077712701,Pizza Place
201,DOWNTOWN,29.758335833757478,-95.3538905127958,Grotto Downtown,29.7539178,-95.3571966,Italian Restaurant
202,DOWNTOWN,29.758335833757478,-95.3538905127958,Flying Saucer Draught Emporium,29.759116074765853,-95.36321640522559,Beer Bar
203,DOWNTOWN,29.758335833757478,-95.3538905127958,Craft Beer Cellar Houston,29.763562011684808,-95.36081181900578,Beer Store
204,DOWNTOWN,29.758335833757478,-95.3538905127958,Warehouse Live,29.752059933334234,-95.35458526365262,Music Venue
205,DOWNTOWN,29.758335833757478,-95.3538905127958,Treebeards,29.762217,-95.361959,Southern / Soul Food Restaurant
206,DOWNTOWN,29.758335833757478,-95.3538905127958,La Carafe,29.76304130615031,-95.36190399409116,Wine Bar
207,DOWNTOWN,29.758335833757478,-95.3538905127958,The Original OKRA Charity Saloon,29.762345183648176,-95.36124908454741,Cocktail Bar
208,DOWNTOWN,29.758335833757478,-95.3538905127958,Truck Yard,29.74971787706592,-95.35597818492893,Beer Bar
209,DOWNTOWN,29.758335833757478,-95.3538905127958,Hearsay Gastro Lounge,29.762866673217204,-95.3617628898496,New American Restaurant
210,DOWNTOWN,29.758335833757478,-95.3538905127958,Magnolia Hotel,29.75933928790986,-95.36166776585594,Hotel
211,DOWNTOWN,29.758335833757478,-95.3538905127958,Embassy Suites by Hilton Houston Downtown,29.752999214502747,-95.36134086549282,Hotel
212,DOWNTOWN,29.758335833757478,-95.3538905127958,Chapman & Kirby,29.750338909744485,-95.35600169403479,Bar
213,DOWNTOWN,29.758335833757478,-95.3538905127958,Frank's Backyard,29.76165425656305,-95.36246784840213,Bar
214,DOWNTOWN,29.758335833757478,-95.3538905127958,Four Seasons Hotel Houston,29.754179639092946,-95.36237997413849,Hotel
215,DOWNTOWN,29.758335833757478,-95.3538905127958,Market Square Park,29.762556195955845,-95.36213706082965,Park
216,DOWNTOWN,29.758335833757478,-95.3538905127958,House of Blues,29.753839312595506,-95.36400247829128,Music Venue
217,DOWNTOWN,29.758335833757478,-95.3538905127958,Public Services Wine & Whiskey,29.763508796585683,-95.36113463503298,Wine Bar
218,DOWNTOWN,29.758335833757478,-95.3538905127958,Local Foods,29.7608788801562,-95.36204248120119,Bistro
219,DOWNTOWN,29.758335833757478,-95.3538905127958,The Grove,29.752581423767637,-95.36053197196186,New American Restaurant
220,DOWNTOWN,29.758335833757478,-95.3538905127958,The Original Ninfa's on Navigation,29.756859243005565,-95.34260583136786,Mexican Restaurant
221,DOWNTOWN,29.758335833757478,-95.3538905127958,Mango Tree Thai Bistro,29.7582507801515,-95.36538711279135,Thai Restaurant
222,DOWNTOWN,29.758335833757478,-95.3538905127958,Bombay Pizza Co.,29.7577,-95.364586,Pizza Place
223,DOWNTOWN,29.758335833757478,-95.3538905127958,Finn Hall,29.758677697696452,-95.36384585056344,Food Court
224,DOWNTOWN,29.758335833757478,-95.3538905127958,8th Wonder Brewery,29.748620833774513,-95.35595930605157,Brewery
225,DOWNTOWN,29.758335833757478,-95.3538905127958,Rodeo Goat,29.749972711174166,-95.3563011432822,Burger Joint
